chunk_id,num_movies,length,movie_ids,text
353,5,1886,"9607,9610,9613,9614,9615","Movie: Super Mario Bros.
ID: 9607
Cast Members (10): Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis, Fisher Stevens, Richard Edson, Fiona Shaw, Mojo Nixon, Lance Henriksen, Dan Castellaneta
Crew Members (11): Alan Silvestri, Mark Goldblatt, Jake Eberts, Dean Semler, Ed Solomon, Roland Joffé, Annabel Jankel, Rocky Morton, Parker Bennett, Terry Runte...

Movie: Conan the Destroyer
ID: 9610
Cast Members (11): Arnold Schwarzenegger, Grace Jones, Wilt Chamberlain, Tracey Walter, Mako, Sa..."
354,5,1876,"9615,9616,9618,9619,9620","Movie: The Fast and the Furious: Tokyo Drift
ID: 9615
Cast Members (56): Lucas Black, Nathalie Kelley, Sung Kang, Shad Moss, Brian Tee, Leonardo Nam, Brian Goodman, Zachery Ty Bryan, Nikki Griffin, Jason Tobin...
Crew Members (57): Sanja Milkovic Hays, Dallas Puett, Clayton Townsend, Clayton Townsend, Sarah Finn, Peter Brown, Peter Brown, Ida Random, Brian Tyler, Douglas A. Mowat...

Movie: The Order
ID: 9616
Cast Members (10): Heath Ledger, Shannyn Sossamon, Benno Fürmann, Mark Addy, Peter Well..."
355,5,1765,"9620,9621,9623,9624,9625","Movie: Paycheck
ID: 9620
Cast Members (46): Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti, Colm Feore, Joe Morton, Michael C. Hall, Peter Friedman, Kathryn Morris, Ivana Miličević...
Crew Members (102): Philip K. Dick, Jeffrey L. Kimball, John Davis, Mindy Marin, William Sandell, Erica Edell Phillips, Bronwyn Preston, John Woo, John Woo, Terence Chang...

Movie: Elizabethtown
ID: 9621
Cast Members (13): Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin, Bruce McGill, Judy Greer..."
356,5,1855,"9625,9626,9631,9637,9641","Movie: The Glimmer Man
ID: 9625
Cast Members (12): Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox, Michelle Johnson, Johnny Strong, John M. Jackson, Stephen Tobolowsky, Ryan Cutrona, Richard Gant...
Crew Members (8): Trevor Rabin, Kevin Brodbin, Donn Cambern, Steven Seagal, Michael I. Rachmil, Julius R. Nasso, John Gray, Rick Bota

Movie: Red Sonja
ID: 9626
Cast Members (17): Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith, Ernie Reyes, Jr., Ronald Lacey, Pat R..."
357,5,1912,"9641,9644,9645,9647,9654","Movie: Cheaper by the Dozen 2
ID: 9641
Cast Members (22): Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling, Jonathan Bennett, Forrest Landis, Carmen Electra, Taylor Lautner, Jacob Smith, Kevin G. Schmidt...
Crew Members (11): John Debney, Peter James, Shawn Levy, Adam Shankman, Adam Shankman, Jennifer Gibgot, Garrett Grant, Sam Harper, Ben Myron, Matthew Cassel...

Movie: National Lampoon's Loaded Weapon 1
ID: 9644
Cast Members (24): Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry, K..."
358,5,1814,"9654,9655,9656,9659,9662","Movie: The Italian Job
ID: 9654
Cast Members (22): Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green, Jason Statham, Yasiin Bey, Franky G, Donald Sutherland, Olek Krupa, Boris Lee Krutonog...
Crew Members (115): Doug J. Meerdink, Wally Pfister, Tim Bevan, Eric Fellner, Richard Francis-Bruce, Mark Gordon, Sheila Jaffe, Jon Billington, Kenny Bates, Kenny Bates...

Movie: She's the Man
ID: 9655
Cast Members (15): Amanda Bynes, Channing Tatum, Laura Ramsey, Vinnie Jones, David Cross, Julie H..."
359,5,1818,"9662,9664,9665,9667,9671","Movie: The Triplets of Belleville
ID: 9662
Cast Members (7): Béatrice Bonifassi, Lina Boudreau, Michèle Caucheteux, Jean-Claude Donda, Mari-Lou Gauthier, Charles Linton, Suzy Falk
Crew Members (11): Sylvain Chomet, Sylvain Chomet, Benoît Charest, Didier Brunner, Viviane Vanfleteren, Dominique Brune, Chantal Colibert Brunner, Dominique Lefever, Angelo Libutti, Paul Dutton...

Movie: Flyboys
ID: 9664
Cast Members (16): James Franco, David Ellison, Jean Reno, Philip Winchester, Abdul Salis, Todd Bo..."
360,5,1841,"9671,9672,9675,9676,9678","Movie: Crocodile Dundee
ID: 9671
Cast Members (10): Paul Hogan, Linda Kozlowski, Mark Blum, David Gulpilil, Michael Lombard, John Meillon, Ritchie Singer, Reginald VelJohnson, Rik Colitti, John Snyder
Crew Members (10): Peter Best, Russell Boyd, David Stiven, Paul Hogan, Paul Hogan, John Cornell, John Cornell, Jane Scott, Peter Faiman, Ken Shadie

Movie: Infamous
ID: 9672
Cast Members (13): Sigourney Weaver, Toby Jones, Gwyneth Paltrow, Sandra Bullock, Isabella Rossellini, Peter Bogdanovich, Jef..."
361,5,1821,"9678,9679,9682,9683,9685","Movie: Little Nicky
ID: 9678
Cast Members (20): Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Tom Lister Jr., Rodney Dangerfield, Allen Covert, Peter Dante, Jonathan Loughran, Robert Smigel...
Crew Members (9): Jeff Gourson, Theo van de Sande, Steven Brill, Adam Sandler, Jack Giarraputo, Robert Simonds, Tim Herlihy, Michael Dilbeck, Paul A. Edwards

Movie: Gone in Sixty Seconds
ID: 9679
Cast Members (23): Nicolas Cage, Angelina Jolie, Giovanni Ribisi, Delroy Lindo, Will Patton, Chr..."
362,5,1875,"9685,9686,9689,9691,9693","Movie: Igby Goes Down
ID: 9685
Cast Members (15): Kieran Culkin, Claire Danes, Jeff Goldblum, Jared Harris, Amanda Peet, Ryan Phillippe, Bill Pullman, Susan Sarandon, Rory Culkin, Peter Anthony Tambakis...
Crew Members (13): William M. Anderson, David Rubin, Marco Weber, Wedigo von Schultzendorff, Lee Solomon, Padraic McKinley, Burr Steers, Burr Steers, Helen Beadleston, Fran Lucci...

Movie: New York Stories
ID: 9686
Cast Members (22): Woody Allen, Marvin Chatinover, Mae Questel, Mia Farrow, Mo..."
363,5,1890,"9693,9697,9700,9701,9702","Movie: Children of Men
ID: 9693
Cast Members (73): Clive Owen, Michael Caine, Julianne Moore, Charlie Hunnam, Chiwetel Ejiofor, Clare-Hope Ashitey, Danny Huston, Peter Mullan, Juan Gabriel Yacuzzi, Mishal Husain...
Crew Members (102): Avy Kaufman, Iain Smith, Lucinda Syson, Jim Clay, Richard Beggs, Richard Beggs, Tom Johnson, Emmanuel Lubezki, Malcolm Middleton, Lorna McGowan...

Movie: Lady in the Water
ID: 9697
Cast Members (15): Paul Giamatti, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Ci..."
364,5,1800,"9702,9703,9705,9707,9709","Movie: Bound by Honor
ID: 9702
Cast Members (15): Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Victor Rivers, Delroy Lindo, Tom Towles, Carlos Carrasco, Teddy Wilson, Raymond Cruz...
Crew Members (16): Richard Pagano, Bruno Rubeo, Sharon Bialy, Fredric Steinkamp, Bill Conti, Shay Cunliffe, Gabriel Beristain, Taylor Hackford, Taylor Hackford, Marek Dobrowolski...

Movie: The Last Legion
ID: 9703
Cast Members (16): Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan, ..."
365,5,1552,"9709,9713,9715,9716,9718","Movie: My Summer of Love
ID: 9709
Cast Members (4): Natalie Press, Emily Blunt, Paddy Considine, Dean Andrews
Crew Members (17): David M. Thompson, Julian Day, David Charap, Chris Auty, Chris Collins, Emma Hayter, Tanya Seghatchian, Helen Cross, Michael Wynne, Paweł Pawlikowski...

Movie: Holy Man
ID: 9713
Cast Members (5): Eddie Murphy, Jeff Goldblum, Kelly Preston, Robert Loggia, Jon Cryer
Crew Members (7): Alan Silvestri, Tom Schulman, Adrian Biddle, Stephen Herek, Ray Murphy Jr., Rebekah Rud..."
366,5,1847,"9718,9725,9726,9728,9729","Movie: Talladega Nights: The Ballad of Ricky Bobby
ID: 9718
Cast Members (24): Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Amy Adams, Jane Lynch, Andy Richter, Molly Shannon...
Crew Members (14): Oliver Wood, Will Ferrell, Will Ferrell, Alex Wurman, Judd Apatow, Brent White, Ryan Kavanaugh, Adam McKay, Adam McKay, Adam McKay...

Movie: Friday the 13th Part 2
ID: 9725
Cast Members (12): Amy Steel, John Furey, Adrienne King, Kirsten Baker, Betsy ..."
367,5,1956,"9729,9730,9731,9737,9741","Movie: Where the Truth Lies
ID: 9729
Cast Members (16): Kevin Bacon, Colin Firth, Alison Lohman, David Hayman, Rachel Blanchard, Maury Chaykin, Sonja Bennett, Kristin Adams, Deborah Grover, Beau Starr...
Crew Members (25): Mychael Danna, Rupert Holmes, Robert Lantos, Judi Cooper-Sealy, Susan Shipton, Donald A. Starr, Daniel J.B. Taylor, Paul Sarossy, Atom Egoyan, Atom Egoyan...

Movie: Friday the 13th: The Final Chapter
ID: 9730
Cast Members (13): Kimberly Beck, Erich Anderson, Corey Feldman, Ba..."
368,5,1827,"9741,9746,9754,9759,9760","Movie: Unbreakable
ID: 9741
Cast Members (40): Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark, John Patrick Amedori, Chance Kelly, Elizabeth Lawrence, M. Night Shyamalan, Charlayne Woodard, Eamonn Walker...
Crew Members (56): Sam Mercer, Joanna Johnston, James Newton Howard, James Newton Howard, Dylan Tichenor, Gretchen Rau, Roger Birnbaum, Gary Barber, Barry Mendel, Douglas Aibel...

Movie: Kundun
ID: 9746
Cast Members (5): Tenzin Thuthob Tsarong, Tencho Gyalpo, Tsewang Migy..."
369,5,1854,"9760,9762,9763,9766,9767","Movie: Epic Movie
ID: 9760
Cast Members (18): Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays, Faune A. Chambers, Crispin Glover, Tony Cox, Héctor Jiménez, Darrell Hammond, Carmen Electra...
Crew Members (15): William A. Elliott, Ed Shearmur, Paul Schiff, Dave Jordan, Teresa Visinare, Peck Prior, Jason Friedberg, Jason Friedberg, Aaron Seltzer, Aaron Seltzer...

Movie: Step Up
ID: 9762
Cast Members (114): Channing Tatum, Jenna Dewan, Damaine Radcliff, De'Shawn Washington, Mario, Drew Sido..."
370,5,1833,"9767,9770,9772,9776,9778","Movie: The Break-Up
ID: 9767
Cast Members (16): Vince Vaughn, Jennifer Aniston, Joey Lauren Adams, Cole Hauser, Jon Favreau, Jason Bateman, Judy Davis, Justin Long, Ivan Sergei, John Michael Higgins...
Crew Members (18): Jon Brion, Vince Vaughn, Vince Vaughn, Eric Alan Edwards, Dan Lebental, Peter Billingsley, Peyton Reed, David Rosenbloom, Scott Stuber, Stuart M. Besser...

Movie: Mad City
ID: 9770
Cast Members (15): John Travolta, Dustin Hoffman, Mia Kirshner, Alan Alda, Robert Prosky, Blythe ..."
371,5,1848,"9778,9779,9781,9782,9783","Movie: Serendipity
ID: 9778
Cast Members (19): John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan, Eugene Levy, Lilli Lavine, Michael Guarino Jr., Abdul Alshawish, Stephen Bruce, David Sparrow...
Crew Members (27): Alan Silvestri, Christopher Greenbury, Suzanne Smith, Billy Hopkins, Kerry Barden, Tracey Gallacher, Peter Abrams, Robert L. Levy, Mary Gail Artz, Barbara Cohen...

Movie: The Sisterhood of the Traveling Pants
ID: 9779
Cast Members (34): Amber Tamblyn, Alexis Bledel, America..."
372,5,1807,"9783,9787,9792,9793,9794","Movie: Sublime
ID: 9783
Cast Members (21): Tom Cavanagh, Jeffrey Anderson-Gunter, Cas Anvar, Paget Brewster, Jordi Caballero, Lilyan Chauvin, Shanna Collins, Katherine Cunningham-Eves, Kyle Gallner, Dan Gerrity...
Crew Members (6): Daniel Myrick, Erik Jendresen, Tony Krantz, Tony Krantz, Dermott Downs, Robert Florio

Movie: Lords of Dogtown
ID: 9787
Cast Members (20): Emile Hirsch, Victor Rasuk, Rebecca De Mornay, John Robinson, Michael Angarano, Nikki Reed, Johnny Knoxville, Heath Ledger, Vince..."
373,5,1890,"9794,9798,9799,9800,9801","Movie: Employee of the Month
ID: 9794
Cast Members (15): Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams...
Crew Members (10): Peter Abrams, Robert L. Levy, Tom Lewis, John Swihart, Greg Coolidge, Greg Coolidge, Don Calame, Chris Conroy, Barry Katz, Tom Waite

Movie: Enemy of the State
ID: 9798
Cast Members (44): Will Smith, Gene Hackman, Jon Voight, Regina King, Ian Hart, Lisa Bonet, Barry Pepper, J..."
374,5,1856,"9801,9802,9804,9806,9809","Movie: Bridget Jones: The Edge of Reason
ID: 9801
Cast Members (43): Renée Zellweger, Hugh Grant, Colin Firth, Jim Broadbent, Gemma Jones, Celia Imrie, James Faulkner, Jacinda Barrett, Sally Phillips, Shirley Henderson...
Crew Members (86): Tim Bevan, Eric Fellner, Adam Brooks, Michelle Guish, Harry Gregson-Williams, Richard Curtis, Adrian Biddle, Debra Hayward, Liza Chasin, Gemma Jackson...

Movie: The Rock
ID: 9802
Cast Members (25): Sean Connery, Nicolas Cage, Ed Harris, John Spencer, David M..."
375,5,1768,"9809,9813,9816,9819,9821","Movie: Let's Go to Prison
ID: 9809
Cast Members (20): Dax Shepard, Will Arnett, Chi McBride, David Koechner, Dylan Baker, Michael Shannon, Jay Whittaker, Amy Hill, David Darlow, Bob Odenkirk...
Crew Members (28): Thomas Lennon, David Rubin, Debra Grieco, Marc Abraham, Eric L. Beason, John Paino, Tom Werner, Richard Hicks, Armyan Bernstein, Bob Odenkirk...

Movie: The Quiet
ID: 9813
Cast Members (20): Elisha Cuthbert, Camilla Belle, Edie Falco, Martin Donovan, Shawn Ashmore, Katy Mixon, David Gal..."
376,5,1757,"9821,9822,9823,9824,9825","Movie: The Mighty
ID: 9821
Cast Members (9): Sharon Stone, Elden Henson, Kieran Culkin, Gena Rowlands, Harry Dean Stanton, Meat Loaf, Jenifer Lewis, James Gandolfini, Gillian Anderson
Crew Members (6): Bob Weinstein, Harvey Weinstein, Trevor Jones, Martin Walsh, Peter Chelsom, Rodman Philbrick

Movie: Mighty Joe Young
ID: 9822
Cast Members (16): Charlize Theron, Rade Serbedzija, Bill Paxton, Regina King, Peter Firth, Naveen Andrews, David Paymer, Robert Wisdom, Christian Clemenson, Geoffrey Blak..."
377,5,1795,"9825,9826,9829,9833,9836","Movie: Lake Placid
ID: 9825
Cast Members (17): Bill Pullman, Bridget Fonda, Oliver Platt, Brendan Gleeson, Betty White, David Lewis, Tim Dixon, Natassia Malthe, Mariska Hargitay, Meredith Salenger...
Crew Members (38): Lisa Beach, Sarah Katzman, John Ottman, Keith Marbory, Paul Hirsch, Jori Woodman, William Heslup, Marshall Harvey, Tedd Kuchera, Daryn Okada...

Movie: The Phantom
ID: 9826
Cast Members (15): Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar, Cary-Hiroy..."
378,5,1821,"9836,9837,9839,9842,9849","Movie: Happy Feet
ID: 9836
Cast Members (20): Elijah Wood, Robin Williams, Brittany Murphy, Hugh Jackman, Nicole Kidman, Hugo Weaving, Anthony LaPaglia, E.G. Daily, Magda Szubanski, Miriam Margolyes...
Crew Members (69): Bruce Berman, John Powell, Kristy Carlson, George Miller, George Miller, George Miller, Doug Mitchell, Dana Goldberg, John Collee, Judy Morris...

Movie: The Prince of Egypt
ID: 9837
Cast Members (22): Val Kilmer, Ralph Fiennes, Patrick Stewart, Michelle Pfeiffer, Sandra Bullock..."
379,5,1781,"9849,9869,9870,9877,9879","Movie: My Favorite Martian
ID: 9849
Cast Members (8): Jeff Daniels, Elizabeth Hurley, Daryl Hannah, Christopher Lloyd, Wallace Shawn, Christine Ebersole, Michael Lerner, T. K. Carter
Crew Members (6): Phil Tippett, Donald Petrie, Thomas E. Ackerman, Sherri Stoner, Deanna Oliver, Jerry Leider

Movie: Patriot Games
ID: 9869
Cast Members (26): Harrison Ford, Anne Archer, Patrick Bergin, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Sean Bean...
Crew Member..."
380,5,1899,"9879,9880,9882,9884,9889","Movie: Striptease
ID: 9879
Cast Members (18): Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Rumer Willis, Jerry Grayson, Robert Stanton, Stuart Pankin...
Crew Members (28): Howard Shore, John S. Lyons, Leslie Bloom, Stephen Goldblatt, Anne V. Coates, Albert Wolsky, Mel Bourne, Alexis Alexanian, James Sabat, Mike Lobell...

Movie: The Princess Diaries
ID: 9880
Cast Members (85): Anne Hathaway, Julie Andrews, Heather Matarazzo, Robert Schwartzman, Héctor E..."
381,5,1873,"9889,9890,9893,9894,9895","Movie: Shallow Hal
ID: 9889
Cast Members (19): Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli, Bruce McGill, Tony Robbins, Susan Ward, Zen Gesner, Brooke Burns, Rob Moran...
Crew Members (14): Christopher Greenbury, Bobby Farrelly, Bobby Farrelly, Bobby Farrelly, Peter Farrelly, Peter Farrelly, Peter Farrelly, Bradley Thomas, Charles B. Wessler, Russell Carpenter...

Movie: The Stepford Wives
ID: 9890
Cast Members (22): Nicole Kidman, Matthew Broderick, Bette Midler, Glenn Close, Ch..."
382,5,1839,"9895,9896,9899,9900,9902","Movie: Man of the Year
ID: 9895
Cast Members (28): Robin Williams, Christopher Walken, Laura Linney, Lewis Black, Jeff Goldblum, Tina Fey, Faith Daniels, David Alpay, Amy Poehler, Chris Matthews...
Crew Members (17): Graeme Revell, James G. Robinson, Barry Levinson, Barry Levinson, Steven Weisberg, David Coatsworth, Delphine White, Pam Dixon, Clive Thomasson, Robert N. Fried...

Movie: Rat Race
ID: 9896
Cast Members (20): Cuba Gooding Jr., Seth Green, Whoopi Goldberg, Breckin Meyer, Amy Smart, J..."
383,5,1860,"9902,9903,9906,9907,9912","Movie: Wrong Turn
ID: 9902
Cast Members (10): Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto, Kevin Zegers, Lindy Booth, Julian Richings, Garry Robbins, Ted Clark, Yvonne Gaudry
Crew Members (100): Robert Kulzer, Aaron Ryder, Don Carmody, Steve Lucescu, Deb LeFaive, Stephen Barden, Patrick Wachsberger, Erik Feig, Thomas Bartke, Sven Ebeling...

Movie: The Hoax
ID: 9903
Cast Members (27): Richard Gere, Alfred Molina, Marcia Gay Harden, Hope Davis, Julie Delpy, Stanley Tucci, D..."
384,5,1922,"9912,9913,9916,9918,9919","Movie: The World's Fastest Indian
ID: 9912
Cast Members (22): Anthony Hopkins, Iain Rea, Tessa Mitchell, Aaron Murphy, Tim Shadbolt, Annie Whittle, Greg Johnson, Kate Sullivan, Antony Starr, Craig Hall...
Crew Members (26): Barrie M. Osborne, Dianne Crittenden, John Gilbert, Robert Gillies, J. Dennis Washington, Roger Donaldson, Roger Donaldson, Roger Donaldson, David Gribble, John J. Kelly...

Movie: The Skeleton Key
ID: 9913
Cast Members (20): Kate Hudson, Gena Rowlands, Peter Sarsgaard, John ..."
385,5,1862,"9919,9920,9922,9923,9928","Movie: How to Lose a Guy in 10 Days
ID: 9919
Cast Members (22): Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse, Adam Goldberg, Thomas Lennon, Michael Michele, Shalom Harlow, Robert Klein, Bebe Neuwirth...
Crew Members (11): John Bailey, Lynda Obst, David Newman, Debra Neil-Fisher, Robert Evans, Donald Petrie, Richard Vane, Burr Steers, Kristen Buckley, Brian Regan...

Movie: Ultraviolet
ID: 9920
Cast Members (21): Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu, I..."
386,5,1908,"9928,9930,9932,9942,9944","Movie: Robots
ID: 9928
Cast Members (20): Robin Williams, Ewan McGregor, Halle Berry, Mel Brooks, Paula Abdul, Amanda Bynes, Drew Carey, Jennifer Coolidge, Lucille Bliss, Terry Bradshaw...
Crew Members (58): Chris Wedge, Carlos Saldanha, Christopher Meledandri, John C. Donkin, John Carnochan, Lorne Orleans, John Powell, Curtis Lindersmith, Jim Passon, Kent Beyda...

Movie: Legal Eagles
ID: 9930
Cast Members (29): Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hi..."
387,5,1907,"9944,9945,9946,9947,9950","Movie: The Pelican Brief
ID: 9944
Cast Members (12): Julia Roberts, Denzel Washington, Sam Shepard, William Atherton, John Lithgow, Tom Quinn, John Heard, Hume Cronyn, Tony Goldwyn, Robert Culp...
Crew Members (34): Pieter Jan Brugge, Rick Simpson, Tom Rolf, Alixe Gordin, James Horner, Richard Portman, Celia D. Costas, Robert Guerra, Stephen Goldblatt, Alan J. Pakula...

Movie: Vampires
ID: 9945
Cast Members (12): James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith, Maximilian Schell, T..."
388,5,1823,"9950,9952,9954,9955,9957","Movie: Find Me Guilty
ID: 9950
Cast Members (20): Vin Diesel, Alex Rocco, Frank Pietrangolare, Richard DeDomenico, Paul Borghese, Vinny Vella, Frank Adonis, Jerry Grayson, Tony Ray Rossi, Peter Dinklage...
Crew Members (29): Ellen Chenoweth, Robert Greenhut, Bob Yari, Sidney Lumet, Sidney Lumet, Sidney Lumet, Ron Fortunato, Christopher Nowak, Susie Farris, Tom Swartwout...

Movie: Rescue Dawn
ID: 9952
Cast Members (20): Christian Bale, Steve Zahn, Marshall Bell, Toby Huss, Pat Healy, François Ch..."
389,5,1883,"9957,9962,9963,9969,9975","Movie: The Benchwarmers
ID: 9957
Cast Members (21): Jon Heder, Rob Schneider, David Spade, Jon Lovitz, Tim Meadows, Amaury Nolasco, Nick Swardson, Molly Sims, Erinn Bartlett, Craig Kilborn...
Crew Members (19): Anne McCarthy, Barry Bernardi, Derek Dauchy, Dennis Dugan, Adam Sandler, Allen Covert, Jack Giarraputo, Perry Andelin Blake, Alan Au, Nick Swardson...

Movie: The Good Girl
ID: 9962
Cast Members (20): Jennifer Aniston, Jake Gyllenhaal, Zooey Deschanel, John C. Reilly, Deborah Rush, Mike W..."
390,5,1834,"9975,9978,9981,9982,9986","Movie: Curious George
ID: 9975
Cast Members (23): Will Ferrell, Drew Barrymore, David Cross, Eugene Levy, Dick Van Dyke, Frank Welker, Joan Plowright, Ed O'Ross, Kath Soucie, Billy West...
Crew Members (52): Ron Howard, Mike Werb, David Kirschner, John Pomeroy, James Whitaker, Ken Kaufman, Ken Kaufman, Heitor Pereira, Bonne Radford, Matthew O'Callaghan...

Movie: Stormbreaker
ID: 9978
Cast Members (20): Alex Pettyfer, Sarah Bolger, Ewan McGregor, Robbie Coltrane, Stephen Fry, Damian Lewis, Bill ..."
391,5,1866,"9986,9988,9989,9991,9992","Movie: Charlotte's Web
ID: 9986
Cast Members (45): Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey, Cedric the Entertainer, Reba McEntire, Kathy Bates, Robert Redford, Thomas Haden Church, André Benjamin...
Crew Members (26): Danny Elfman, Ellen Lewis, Bernard Williams, Seamus McGarvey, David Rubin, Rita Ryack, Susannah Grant, Gary Winick, John Kasarda, Stuart Wurtzel...

Movie: Beerfest
ID: 9988
Cast Members (26): Erik Stolhanske, Jay Chandrasekhar, Steve Lemme, Paul Soter, M.C. Gainey..."
392,5,1887,"9992,10003,10008,10012,10013","Movie: Arthur and the Invisibles
ID: 9992
Cast Members (27): Freddie Highmore, Mia Farrow, Ron Crawford, Penny Balfour, Doug Rand, Adam LeFevre, Jean Bejote Njamba, Saul Jephcott, Lee Delong, Christian Erickson...
Crew Members (27): Luc Besson, Luc Besson, Luc Besson, Luc Besson, Eric Serra, Thierry Arbogast, Lucinda Syson, Olivier Bériot, Yann Hervé, Hugues Tissandier...

Movie: The Saint
ID: 10003
Cast Members (28): Val Kilmer, Elisabeth Shue, Rade Serbedzija, Henry Goodman, Alun Armstrong, Mi..."
393,5,1879,"10013,10014,10016,10017,10022","Movie: Peggy Sue Got Married
ID: 10013
Cast Members (17): Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks, Joan Allen, Jim Carrey, Barbara Harris, Sofia Coppola, Helen Hunt, Maureen O'Sullivan...
Crew Members (8): Francis Ford Coppola, Barrie M. Osborne, Jordan Cronenweth, John Barry, Barry Malkin, Jerry Leichtling, Arlene Sarner, Paul R. Gurian

Movie: A Nightmare on Elm Street Part 2: Freddy's Revenge
ID: 10014
Cast Members (26): Robert Englund, Mark Patton, Kim Myers, Robert Rusl..."
394,5,1887,"10022,10024,10025,10027,10028","Movie: The Pacifier
ID: 10022
Cast Members (76): Vin Diesel, Lauren Graham, Faith Ford, Chris Potter, Brittany Snow, Morgan York, Max Thieriot, Brad Garrett, Carol Kane, Tate Donovan...
Crew Members (14): Christopher Greenbury, Thomas Lennon, John Debney, Roger Birnbaum, Gary Barber, Peter James, Adam Shankman, Adam Shankman, Jennifer Gibgot, Jonathan Glickman...

Movie: My Sister's Keeper
ID: 10024
Cast Members (16): Cameron Diaz, Alec Baldwin, Abigail Breslin, Joan Cusack, Sofia Vassilieva, Em..."
395,5,1942,"10028,10029,10030,10034,10040","Movie: Honey
ID: 10028
Cast Members (21): Jessica Alba, Mekhi Phifer, Joy Bryant, Romeo Miller, David Moscow, Zachary Isaiah Williams, Missy Elliott, Anthony Sherwood, Lonette McKee, Maestro...
Crew Members (17): Mark Helfrich, Michelle Morris, Jasna Stefanovic, John R. Leonetti, Aisha Coley, Mervyn Warren, Marc Platt, Susan Matheson, Emma E. Hickox, Billy Higgins...

Movie: Very Bad Things
ID: 10029
Cast Members (20): Jon Favreau, Leland Orser, Cameron Diaz, Christian Slater, Jeremy Piven, Dani..."
396,5,1898,"10040,10045,10047,10048,10050","Movie: Miss Congeniality 2: Armed and Fabulous
ID: 10040
Cast Members (14): Sandra Bullock, Regina King, Enrique Murciano, William Shatner, Eileen Brennan, Ernie Hudson, Elisabeth Röhm, Nick Offerman, Abraham Benrubi, Treat Williams...
Crew Members (13): Bruce Berman, Nancy Foy, Sandra Bullock, Peter Menzies Jr., Marc Lawrence, Marc Lawrence, Garth Craven, John Van Tongeren, John Pasquin, Mary McLaglen...

Movie: District B13
ID: 10045
Cast Members (25): David Belle, Cyril Raffaelli, Tony D'Amar..."
397,5,1873,"10050,10052,10053,10054,10060","Movie: Get Over It
ID: 10050
Cast Members (20): Kirsten Dunst, Ben Foster, Melissa Sagemiller, Colin Hanks, Zoe Saldana, Swoosie Kurtz, Mila Kunis, Ed Begley Jr., Shane West, Sisqó...
Crew Members (20): Justine Baddeley, Paul Feldsher, Maryse Alberti, Jeff Betancourt, Marc Butan, Stephen Alesch, Jeremy Kramer, Mary Jane Fort, Steve Bartek, Andrew Hull...

Movie: Dragonfly
ID: 10052
Cast Members (23): Kevin Costner, Joe Morton, Ron Rifkin, Susanna Thompson, Kathy Bates, Jacob Smith, Robert Bailey..."
398,5,1928,"10060,10061,10065,10066,10067","Movie: Get Rich or Die Tryin'
ID: 10060
Cast Members (21): 50 Cent, Joy Bryant, Adewale Akinnuoye-Agbaje, Omar Benson Miller, Terrence Howard, Viola Davis, Ashley Walters, Tory Kittles, Marc John Jefferies, Sullivan Walker...
Crew Members (26): Avy Kaufman, Jimmy Iovine, Conrad Buff IV, Daniel Lupi, Declan Quinn, Roger Barton, Quincy Jones, Dennis Davenport, Van Toffler, Mark Geraghty...

Movie: Escape from L.A.
ID: 10061
Cast Members (17): Kurt Russell, Stacy Keach, Steve Buscemi, Pam Grier, Cl..."
